bloqueo,entropia,msi,bfr,rutas,pathconsec,entropiauso,porcuso,shf
0,36.142857,306.428571,0.735532,360,4.522833,90.404238,0.487825,1.51751
0,36.142857,306.428571,0.734848,361,4.513015,90.404238,0.489719,1.511473
0,36.142857,306.428571,0.734546,362,4.494593,90.591599,0.49026,1.509567
0,36.142857,306.761905,0.735216,362,4.473231,90.29335,0.492018,1.510959
0,35.952381,306.761905,0.734141,363,4.474959,89.895336,0.493642,1.504348
0,35.952381,306.761905,0.733592,364,4.440526,89.895336,0.495671,1.498572
0,35.952381,306.761905,0.732683,365,4.414804,89.895336,0.497024,1.494558
0,35.952381,306.761905,0.732311,366,4.408521,90.079461,0.497565,1.49251
0,35.952381,306.761905,0.731934,367,4.387279,90.803095,0.498512,1.490609
0,35.952381,306.904762,0.731483,368,4.374728,90.803095,0.500135,1.487453
0,35.761905,306.904762,0.733469,366,4.428314,89.495168,0.497835,1.494369
0,35.761905,306.904762,0.732262,367,4.411957,90.045341,0.5,1.487064
0,35.952381,306.904762,0.731918,368,4.395109,90.691802,0.500406,1.486708
0,35.952381,306.904762,0.730832,369,4.324999,91.421106,0.50257,1.482293
0,35.952381,306.904762,0.729014,370,4.287278,91.496275,0.505817,1.475677
0,36.047619,306.904762,0.727967,371,4.241034,91.765654,0.508658,1.473967
0,36.047619,306.904762,0.727664,372,4.221482,92.124491,0.509199,1.472799
0,36.047619,306.904762,0.724669,373,4.114359,93.859017,0.512987,1.46676
0,37.0,306.904762,0.730986,365,4.188095,94.97504,0.502435,1.505514
0,37.095238,306.904762,0.730772,366,4.177627,95.084967,0.502976,1.504263
0,37.095238,306.904762,0.729331,367,4.128102,95.643481,0.50487,1.499629
0,37.190476,308.190476,0.734812,368,4.087586,95.887113,0.507711,1.497685
0,37.095238,308.190476,0.734666,369,4.089339,95.776607,0.508117,1.495752
0,36.619048,308.190476,0.735937,364,4.204753,94.715105,0.502976,1.497756
0,36.809524,312.095238,0.752848,365,4.125396,96.102642,0.506223,1.50368
0,37.095238,312.095238,0.75839,363,4.116136,96.091163,0.504464,1.515218
0,37.095238,312.095238,0.758299,364,4.110406,96.044296,0.504735,1.514077
0,37.142857,312.095238,0.758199,365,4.107501,96.062469,0.505005,1.5165
0,37.142857,312.095238,0.757792,366,4.08424,96.062469,0.505952,1.515273
0,36.857143,312.095238,0.757462,367,4.097806,95.248488,0.507305,1.509972
0,36.857143,312.095238,0.756885,368,4.077847,95.437975,0.508387,1.506749
0,36.666667,312.095238,0.75661,369,4.093535,94.812778,0.508929,1.504532
0,36.47619,312.095238,0.761296,363,4.194593,93.016934,0.501488,1.52498
0,36.666667,312.095238,0.761045,364,4.161349,94.316792,0.502029,1.524483
0,36.666667,312.095238,0.760564,365,4.148169,94.883759,0.502841,1.521791
0,36.47619,312.095238,0.759875,366,4.138377,94.236395,0.504058,1.517005
0,36.238095,312.095238,0.762759,365,4.097977,94.352266,0.506899,1.510352
0,36.142857,312.095238,0.76136,366,4.066901,94.272657,0.509064,1.503982
0,36.142857,312.095238,0.760661,367,4.031285,95.018207,0.511905,1.497207
0,36.238095,312.095238,0.759162,368,3.937986,96.565272,0.51461,1.49132
0,36.047619,312.095238,0.759115,366,4.025221,94.902983,0.512311,1.494226
0,36.047619,312.095238,0.758948,367,4.017529,94.902983,0.512716,1.49288
0,36.047619,312.333333,0.759443,368,3.99475,95.278926,0.514069,1.490194
0,35.952381,312.333333,0.759057,369,4.002661,95.328852,0.51461,1.487852
0,35.857143,312.333333,0.758931,370,4.01039,95.1489,0.514881,1.486654
0,36.047619,312.333333,0.762553,367,4.070727,94.214491,0.508252,1.502801
0,36.047619,312.333333,0.762115,368,4.057319,94.214491,0.509605,1.500703
0,36.047619,312.333333,0.761791,369,4.041823,94.399142,0.510417,1.498661
0,36.047619,313.095238,0.768174,370,4.026085,94.94076,0.512581,1.49471
0,36.238095,314.095238,0.770146,370,4.000479,95.586518,0.51434,1.492993
0,36.238095,314.095238,0.76988,371,3.990561,95.586518,0.515287,1.490385
0,36.333333,314.095238,0.768987,372,3.952134,95.876427,0.51691,1.487482
0,36.333333,314.095238,0.767805,373,3.925351,96.443964,0.519345,1.480462
0,36.333333,314.095238,0.766835,374,3.896966,96.632122,0.520969,1.474977
0,36.428571,313.095238,0.766255,371,3.932538,96.500872,0.515152,1.486355
0,36.428571,313.809524,0.769469,372,3.897747,97.251947,0.517181,1.482799
0,36.428571,313.809524,0.768401,373,3.866135,98.005329,0.519075,1.478296
0,36.428571,313.809524,0.768269,374,3.860847,98.005329,0.519345,1.477414
0,36.333333,313.809524,0.767616,375,3.845419,97.777833,0.520427,1.474991
0,36.142857,313.809524,0.767436,376,3.860746,97.402165,0.520698,1.473404
0,36.142857,313.809524,0.76817,375,3.901515,96.954626,0.519075,1.479837
0,36.142857,313.809524,0.767136,376,3.870044,97.334469,0.520698,1.474463
0,36.047619,313.809524,0.766897,377,3.869051,97.292598,0.521104,1.47302
0,36.047619,314.095238,0.767818,378,3.856015,97.476716,0.521916,1.471462
0,36.047619,314.142857,0.767817,379,3.850593,97.845428,0.522321,1.470422
0,36.047619,314.142857,0.773051,372,3.990876,97.089619,0.513393,1.500099
0,35.857143,314.142857,0.771704,373,3.981934,97.288364,0.515557,1.491441
0,35.857143,314.142857,0.771666,374,3.978827,97.479301,0.515693,1.491113
0,35.857143,314.142857,0.771371,375,3.965199,97.479301,0.516234,1.489724
0,36.047619,314.142857,0.772432,373,4.008184,96.876962,0.51434,1.495931
0,36.047619,314.142857,0.772393,374,4.005106,96.876962,0.514475,1.495591
0,36.142857,318.190476,0.775683,375,3.9854,97.255639,0.517316,1.495181
0,36.142857,318.761905,0.777068,376,3.967871,97.643483,0.518939,1.492633
0,36.142857,318.761905,0.778013,375,3.989279,97.329057,0.517587,1.497457
0,36.047619,318.761905,0.777354,376,3.978635,97.102351,0.518804,1.493512
0,36.047619,318.761905,0.777202,377,3.97194,97.102351,0.519075,1.493125
0,36.047619,318.761905,0.777269,377,3.968844,97.026525,0.518939,1.494325
0,36.142857,318.761905,0.776356,378,3.938531,97.326118,0.520969,1.491072
0,36.285714,318.761905,0.776066,379,3.93261,98.040391,0.521374,1.495733
0,36.285714,318.761905,0.775853,380,3.916096,98.040391,0.523268,1.492592
0,36.285714,319.0,0.776014,381,3.895726,98.237799,0.524621,1.49012
0,36.190476,319.0,0.775594,382,3.892669,98.386833,0.525703,1.485613
0,36.285714,321.619048,0.782634,383,3.842844,99.088788,0.528544,1.485684
0,36.285714,321.619048,0.782392,384,3.832108,99.088788,0.529085,1.484157
0,36.190476,321.619048,0.781459,385,3.818055,99.193199,0.530303,1.481005
0,36.095238,321.619048,0.780992,386,3.818142,99.138343,0.531115,1.477853
0,36.095238,321.619048,0.780728,387,3.790522,99.512486,0.531791,1.476605
0,36.095238,321.619048,0.780496,388,3.783763,99.703092,0.532468,1.475019
0,36.285714,321.238095,0.783536,384,3.915215,97.57131,0.522998,1.499519
0,36.380952,321.238095,0.783339,385,3.90859,97.844037,0.523268,1.498983
0,36.380952,321.238095,0.78315,386,3.903545,98.035401,0.523674,1.497696
0,36.47619,321.238095,0.784778,387,3.861123,98.425531,0.526109,1.495155
0,36.380952,321.238095,0.784384,388,3.860548,98.150654,0.526515,1.493221
0,36.380952,321.238095,0.784241,389,3.853047,98.150654,0.526921,1.4919
0,36.47619,321.238095,0.789132,384,3.991293,95.832996,0.517992,1.517159
0,36.47619,321.238095,0.788665,385,3.962198,96.029535,0.519345,1.513073
0,36.285714,321.238095,0.787994,386,3.959595,95.763925,0.520969,1.507398
0,36.761905,321.238095,0.790877,381,4.144384,95.126912,0.507846,1.544625
0,36.761905,321.238095,0.79029,382,4.120747,95.126912,0.509199,1.542067
0,36.761905,321.428571,0.79049,383,4.112151,95.32159,0.50974,1.540935
0,36.761905,321.428571,0.790265,384,4.107528,95.32159,0.510281,1.539072
0,36.952381,321.428571,0.789923,385,4.070074,95.510221,0.511093,1.537853
0,36.952381,321.428571,0.790121,385,4.071033,95.629682,0.510281,1.539346
0,37.0,321.428571,0.793234,379,4.193232,94.718622,0.5023,1.557319
0,36.904762,321.238095,0.788,370,4.374694,92.347311,0.49283,1.574823
0,36.904762,321.238095,0.787624,371,4.356777,92.535337,0.493642,1.571907
0,37.095238,321.238095,0.791156,368,4.513033,90.454244,0.487419,1.589122
0,37.0,321.238095,0.791047,369,4.51995,90.373591,0.487689,1.587723
0,37.0,321.714286,0.79379,370,4.508918,90.950362,0.489042,1.584754
0,37.0,321.714286,0.793499,371,4.492757,90.950362,0.489854,1.581682
0,37.0,321.857143,0.793776,372,4.476249,91.144162,0.491071,1.578589
0,36.809524,321.857143,0.788194,364,4.933419,85.764905,0.475785,1.603169
0,36.809524,321.857143,0.787911,365,4.925624,85.764905,0.476326,1.601202
0,36.809524,321.857143,0.78782,366,4.923351,85.764905,0.476596,1.600061
0,36.619048,321.857143,0.787511,367,4.913153,85.533064,0.477408,1.59657
0,37.0,321.857143,0.787694,363,4.881943,86.54277,0.47619,1.600147
0,37.095238,321.857143,0.789068,364,4.789415,88.006568,0.47822,1.59799
0,37.095238,321.857143,0.788639,365,4.770407,88.006568,0.479302,1.595096
0,37.095238,321.857143,0.787296,366,4.719147,88.192878,0.482143,1.588568
0,37.190476,323.952381,0.795012,367,4.656915,89.071104,0.48539,1.587208
0,37.190476,323.952381,0.794535,368,4.639794,89.260206,0.486472,1.584738
0,37.190476,323.952381,0.794274,369,4.61824,89.437025,0.487284,1.58242
0,36.904762,321.857143,0.790239,363,4.926426,85.926652,0.473755,1.609195
0,36.904762,321.857143,0.789738,364,4.903841,86.680898,0.474838,1.605703
0,36.904762,321.857143,0.789321,365,4.886477,86.680898,0.476055,1.602364
0,36.904762,321.857143,0.789202,366,4.877284,86.867023,0.476326,1.601865
0,37.095238,321.857143,0.789207,365,4.875654,87.045243,0.476461,1.602431
0,37.095238,321.857143,0.788958,366,4.865246,87.045243,0.477273,1.600491
0,37.095238,321.857143,0.788362,367,4.850329,87.233892,0.478355,1.598196
0,37.095238,321.857143,0.786875,368,4.757073,88.150802,0.481602,1.589189
0,37.095238,321.857143,0.786316,369,4.7434,88.150802,0.482955,1.584165
0,37.190476,324.238095,0.784605,370,4.69701,89.114798,0.486742,1.576068
0,36.809524,324.238095,0.781482,368,4.780675,87.764911,0.48309,1.57548
0,36.904762,324.238095,0.786116,369,4.742584,89.14918,0.486337,1.569814
0,36.809524,324.238095,0.786015,370,4.744161,88.820563,0.486607,1.568415
0,36.904762,324.238095,0.785794,371,4.720917,89.144227,0.487013,1.567386
0,36.904762,324.238095,0.784879,372,4.698964,89.332609,0.489042,1.562193
0,36.904762,324.238095,0.784849,371,4.694319,89.503973,0.489042,1.562027
0,36.904762,324.238095,0.784344,372,4.669572,89.503973,0.49026,1.559118
0,36.904762,324.238095,0.783943,373,4.653017,89.690501,0.491071,1.556588
0,36.952381,320.952381,0.779573,363,4.875044,87.060511,0.479573,1.577346
0,36.857143,320.952381,0.77921,364,4.872297,86.910675,0.480384,1.573863
0,36.857143,320.952381,0.777851,365,4.783361,88.369988,0.483631,1.566869
0,36.857143,320.952381,0.777762,366,4.775961,88.369988,0.483902,1.566014
0,36.952381,323.571429,0.776425,367,4.7298,89.022146,0.486337,1.563164
0,36.952381,323.571429,0.779522,356,4.898121,86.69115,0.474702,1.596799
0,36.952381,323.571429,0.779438,357,4.877078,86.578724,0.474973,1.596106
0,36.857143,323.571429,0.779148,358,4.900038,86.220651,0.475514,1.593683
0,36.952381,330.285714,0.781298,359,4.8246,88.414819,0.478761,1.587399
0,36.952381,330.285714,0.781033,360,4.805255,88.414819,0.479573,1.585596
0,36.761905,330.285714,0.780553,361,4.816016,88.068841,0.480384,1.582076
0,36.761905,330.285714,0.78025,362,4.807809,88.068841,0.481196,1.580055
0,36.761905,330.285714,0.780634,359,4.824789,87.885091,0.480384,1.584532
0,36.761905,330.285714,0.780361,360,4.805745,87.885091,0.481196,1.582595
0,36.761905,330.285714,0.780116,361,4.805745,87.885091,0.481737,1.581556
0,36.761905,330.285714,0.78007,362,4.804092,87.885091,0.481872,1.581128
0,36.761905,330.285714,0.779837,363,4.798566,87.885091,0.482549,1.579353
0,36.571429,330.285714,0.779505,364,4.79889,87.388933,0.48336,1.575486
0,36.571429,330.285714,0.779002,365,4.789724,87.755898,0.484578,1.572151
0,36.571429,330.285714,0.77781,366,4.686996,88.417672,0.487013,1.566515
0,36.571429,330.285714,0.776959,367,4.631048,88.603185,0.489448,1.55947
0,36.571429,330.285714,0.776437,368,4.594837,89.16585,0.490801,1.555387
0,36.380952,330.285714,0.778176,365,4.684819,86.741256,0.486742,1.567809
0,36.380952,330.285714,0.777967,366,4.678933,86.741256,0.487284,1.566223
0,36.285714,330.285714,0.776244,367,4.592536,87.735844,0.491071,1.553232
0,36.285714,330.285714,0.776097,368,4.581446,87.735844,0.491342,1.552538
0,36.095238,330.285714,0.77586,369,4.580536,87.284566,0.491748,1.550665
0,36.190476,330.285714,0.775183,369,4.513237,88.553606,0.493642,1.544337
0,36.380952,330.285714,0.779025,370,4.392214,89.784454,0.496483,1.544652
0,36.285714,330.285714,0.77899,371,4.40983,89.446865,0.496618,1.543859
0,36.285714,330.285714,0.777915,372,4.359555,89.635436,0.498782,1.539081
0,36.285714,330.285714,0.776884,373,4.322122,89.534348,0.501488,1.531041
0,36.190476,330.285714,0.776815,369,4.381411,88.88143,0.499188,1.537086
0,36.285714,333.666667,0.780835,370,4.324163,89.374051,0.502029,1.538162
0,36.285714,333.666667,0.780252,371,4.312247,89.507257,0.503247,1.534368
0,36.095238,333.666667,0.780866,372,4.255151,89.766277,0.507305,1.524201
0,36.285714,333.666667,0.781164,371,4.233157,90.43159,0.506494,1.528189
0,36.380952,333.666667,0.780636,372,4.214739,91.001719,0.507305,1.526177
0,36.285714,333.666667,0.78097,373,4.18522,91.098366,0.510552,1.517619
0,36.190476,333.666667,0.778688,374,4.122057,91.891067,0.514881,1.506295
0,36.380952,333.285714,0.779682,368,4.203399,91.81877,0.509199,1.523649
0,36.333333,333.285714,0.779573,369,4.224414,91.795442,0.50947,1.523649
0,36.666667,333.285714,0.780088,365,4.274346,92.721686,0.505276,1.537519
0,36.571429,333.285714,0.780003,366,4.280452,92.626615,0.505547,1.537519
0,36.47619,333.285714,0.779559,367,4.272519,92.659373,0.506494,1.533809
0,36.761905,333.285714,0.777108,362,4.327105,93.028861,0.499594,1.552001
0,36.761905,333.285714,0.776653,363,4.300466,93.39953,0.500541,1.549918
0,36.761905,333.285714,0.776221,364,4.292388,93.774786,0.501623,1.546646
0,36.857143,333.285714,0.779759,365,4.277946,93.780014,0.502435,1.548138
0,36.857143,333.285714,0.779545,366,4.272289,93.780014,0.503111,1.545626
0,36.857143,333.285714,0.779079,367,4.25207,93.780014,0.504194,1.543541
0,36.761905,332.809524,0.781608,363,4.376876,91.012616,0.500135,1.551337
0,36.761905,332.904762,0.781389,364,4.372777,91.198759,0.500406,1.550482
0,36.666667,332.904762,0.7808,363,4.372594,90.255067,0.499594,1.550841
0,36.666667,334.619048,0.787769,360,4.378504,89.486054,0.498512,1.557783
0,36.761905,334.619048,0.789478,356,4.443887,89.025178,0.495536,1.564759
0,36.857143,336.809524,0.794128,357,4.379505,89.342601,0.498241,1.562402
0,36.857143,336.809524,0.793735,358,4.373246,89.530601,0.499188,1.559337
0,36.857143,336.809524,0.79329,359,4.35131,89.886462,0.500271,1.556033
0,36.952381,336.809524,0.792386,360,4.2763,90.628816,0.5023,1.551982
0,36.571429,336.809524,0.788838,355,4.36619,90.334743,0.498241,1.557555
0,36.47619,336.809524,0.787612,356,4.352742,90.681236,0.500676,1.54978
0,36.285714,337.142857,0.786446,357,4.309642,90.982714,0.503517,1.540656
0,36.952381,337.142857,0.790391,352,4.399433,90.922005,0.49513,1.571542
0,36.952381,337.142857,0.790699,353,4.336016,91.497216,0.497971,1.564643
0,36.952381,337.142857,0.790409,354,4.315524,91.497216,0.498647,1.562332
0,37.238095,337.142857,0.791366,351,4.308774,92.049756,0.496483,1.570115
0,37.333333,337.142857,0.791196,352,4.297316,92.327437,0.497024,1.569385
0,37.333333,337.142857,0.79084,353,4.283442,92.327437,0.497835,1.566126
0,37.333333,337.142857,0.790682,354,4.275019,92.327437,0.498241,1.565024
0,37.428571,337.142857,0.791089,354,4.264892,92.765061,0.497971,1.567204
0,37.238095,337.142857,0.790812,355,4.275676,92.494926,0.498512,1.564407
0,37.238095,337.142857,0.790401,356,4.265764,92.691711,0.499594,1.561075
0,37.238095,337.142857,0.791177,357,4.256854,92.691711,0.500271,1.55989
0,37.238095,337.142857,0.790925,358,4.242346,92.691711,0.501218,1.557663
0,37.238095,337.142857,0.79028,359,4.211357,93.007303,0.502841,1.553761
0,37.238095,337.142857,0.79112,357,4.220566,93.466369,0.500406,1.561801
0,37.238095,337.142857,0.791101,358,4.20401,93.842876,0.501488,1.559108
0,37.142857,337.142857,0.789923,359,4.169606,94.294181,0.504329,1.55058
0,37.047619,337.142857,0.789635,360,4.173405,94.157644,0.505141,1.547359
0,37.047619,337.142857,0.789455,361,4.167532,94.157644,0.505547,1.546072
0,37.142857,337.142857,0.789295,362,4.112476,94.379498,0.507576,1.541404
0,37.333333,337.142857,0.791085,363,3.977905,97.406278,0.511364,1.534789
0,37.333333,337.142857,0.790774,364,3.97077,97.406278,0.51204,1.532478
0,37.714286,337.142857,0.794731,359,4.066247,96.517068,0.501759,1.56494
0,37.714286,337.142857,0.794448,360,4.04141,96.909265,0.50257,1.563214
0,37.619048,337.142857,0.792701,361,3.97712,96.943431,0.506899,1.550949
0,37.619048,337.142857,0.792586,362,3.973346,96.943431,0.50717,1.550175
0,38.095238,337.142857,0.793719,359,4.070741,96.249092,0.498512,1.57941
0,38.095238,337.142857,0.792985,360,4.051107,96.835894,0.500406,1.572805
0,38.190476,337.142857,0.792842,361,3.9786,98.26124,0.503653,1.566437
0,38.095238,337.142857,0.791704,362,3.950535,98.386439,0.505547,1.559843
0,38.095238,337.142857,0.791125,363,3.929003,98.976,0.50717,1.554577
0,38.095238,337.142857,0.790007,364,3.862534,100.496899,0.510011,1.547755
0,38.0,337.142857,0.789256,365,3.84642,100.271026,0.511634,1.54197
0,37.904762,337.142857,0.789138,366,3.865301,100.223415,0.511905,1.540687
0,37.52381,337.142857,0.786631,361,4.062466,96.773067,0.501353,1.568412
0,37.428571,337.142857,0.785854,362,4.036472,96.551212,0.503382,1.561518
0,37.238095,337.142857,0.785683,363,4.049509,96.11708,0.503788,1.559325
0,37.428571,337.142857,0.786697,357,4.212801,94.074733,0.492965,1.591696
0,37.428571,337.285714,0.78657,358,4.204094,94.265522,0.493371,1.590676
0,37.428571,337.285714,0.784629,359,4.143877,94.304201,0.4977,1.585493
0,37.428571,337.285714,0.784485,360,4.134512,93.97492,0.497971,1.58494
0,37.333333,337.285714,0.784227,361,4.133301,93.891757,0.498782,1.581634
0,37.238095,337.285714,0.783893,362,4.133104,93.886757,0.499594,1.578329
0,37.333333,337.285714,0.784548,357,4.16367,93.484239,0.49743,1.581101
0,37.333333,337.285714,0.782965,358,4.114702,94.238077,0.500812,1.570947
0,37.238095,337.285714,0.782835,359,4.128636,94.139587,0.501082,1.569619
0,37.238095,337.285714,0.781978,360,4.098013,94.516638,0.502706,1.564955
0,37.238095,337.285714,0.781409,361,4.078226,94.516638,0.504058,1.561058
0,37.238095,337.285714,0.78115,362,4.063399,94.516638,0.50487,1.558371
0,37.190476,337.285714,0.7811,363,4.068746,94.322397,0.505005,1.558371
0,37.0,337.285714,0.780517,364,4.057935,93.861624,0.506223,1.553216
0,36.904762,337.285714,0.78046,365,4.064467,93.856397,0.506358,1.552423
0,36.904762,337.285714,0.780757,366,4.041113,94.046782,0.507711,1.549934
0,36.809524,337.285714,0.780538,367,4.044807,94.01018,0.508252,1.547721
0,36.809524,337.285714,0.780277,368,4.039201,94.199868,0.508658,1.545904
0,36.904762,337.285714,0.782154,369,4.00049,95.77124,0.510281,1.542487
0,36.904762,337.285714,0.78162,370,4.003452,95.654636,0.511093,1.539719
0,36.904762,337.285714,0.781343,371,3.981231,95.841031,0.511769,1.537207
0,36.904762,337.285714,0.780932,372,3.960069,96.201421,0.512581,1.534809
0,36.904762,337.571429,0.780295,373,3.948049,96.388921,0.513393,1.531852
0,36.904762,337.571429,0.780846,372,3.967199,95.783922,0.51204,1.533372
0,36.809524,337.571429,0.780457,373,3.967199,95.783922,0.512987,1.529662
0,36.809524,337.571429,0.779673,374,3.925847,96.524219,0.51461,1.525749
0,36.809524,337.571429,0.778725,375,3.884598,97.438963,0.51664,1.519264
0,36.809524,337.714286,0.778593,376,3.876204,97.438963,0.517045,1.518203
0,36.809524,337.714286,0.778407,377,3.872247,97.438963,0.517451,1.516821
0,36.809524,337.714286,0.77781,378,3.858483,97.626088,0.518398,1.514086
0,37.0,337.714286,0.777223,375,3.854567,98.207058,0.513934,1.525427
0,36.904762,337.714286,0.777177,376,3.858647,98.120588,0.514069,1.524633
0,36.904762,337.714286,0.776961,377,3.852879,98.120588,0.51461,1.522549
0,36.619048,337.714286,0.776131,378,3.862657,97.521783,0.515828,1.516747
0,36.714286,337.714286,0.775928,379,3.861464,98.065552,0.516234,1.516337
0,36.714286,337.714286,0.775389,380,3.84903,98.258552,0.517451,1.513567
0,36.904762,337.714286,0.777795,377,3.903518,98.471353,0.51204,1.53271
0,37.0,337.714286,0.77522,378,3.798006,99.147377,0.516775,1.520597
0,37.0,337.714286,0.774583,379,3.789809,99.533711,0.517587,1.517747
0,37.095238,341.380952,0.775247,380,3.704334,100.466192,0.521916,1.506356
0,37.095238,341.380952,0.774403,381,3.685861,100.8464,0.522998,1.502882
0,37.666667,341.380952,0.776264,377,3.679335,100.915841,0.51921,1.518661
0,37.666667,341.380952,0.775608,378,3.642533,101.177962,0.520833,1.515341
0,37.666667,341.380952,0.775418,379,3.63824,101.368871,0.521239,1.513844
0,37.571429,341.380952,0.775204,380,3.636021,101.089991,0.52151,1.512665
0,37.666667,341.380952,0.774063,381,3.620091,101.862475,0.523945,1.50737
0,38.047619,341.380952,0.780484,376,3.743599,101.743698,0.511769,1.539264
0,38.142857,341.380952,0.78018,377,3.712632,101.883078,0.512581,1.537972
0,37.952381,341.380952,0.778517,378,3.675632,101.765428,0.51691,1.523049
0,38.047619,341.380952,0.777185,379,3.63171,102.26265,0.518939,1.519765
0,38.285714,341.380952,0.779208,375,3.669459,102.106574,0.51434,1.532979
0,38.285714,341.380952,0.77888,376,3.60793,102.384032,0.517587,1.525408
0,38.285714,341.380952,0.777963,377,3.56723,102.977838,0.520022,1.519094
0,38.238095,341.380952,0.777744,376,3.575387,102.724502,0.520698,1.509891
0,38.142857,341.380952,0.777105,377,3.56175,102.625225,0.522051,1.505617
0,38.190476,341.380952,0.776928,378,3.56175,102.625225,0.522457,1.50804
0,38.190476,341.380952,0.776765,379,3.551702,102.625225,0.522863,1.506668
0,38.190476,341.380952,0.775748,380,3.52725,103.014719,0.524486,1.500415
0,38.285714,341.380952,0.781066,381,3.474647,103.644397,0.527192,1.49874
0,38.190476,341.380952,0.780099,382,3.465466,103.478794,0.529221,1.492115
0,38.190476,341.380952,0.780352,382,3.489132,103.478794,0.528409,1.493898
0,38.190476,341.380952,0.78029,383,3.487712,103.478794,0.528544,1.493443
0,38.0,341.380952,0.778817,384,3.454404,102.978119,0.531926,1.480905
0,37.904762,341.380952,0.778466,385,3.451354,102.798742,0.532873,1.477195
0,37.809524,341.380952,0.777924,386,3.447655,103.185367,0.533685,1.473889
0,37.809524,341.380952,0.777872,387,3.444844,103.185367,0.53382,1.473355
0,37.619048,341.380952,0.77631,378,3.679628,98.887996,0.518669,1.506947
0,37.619048,341.380952,0.775844,379,3.645021,99.079496,0.519751,1.504525
0,37.714286,341.380952,0.774937,380,3.582342,100.42514,0.521645,1.500165
0,38.285714,341.380952,0.777574,376,3.614188,101.541069,0.516369,1.519286
0,38.285714,341.380952,0.776376,377,3.575825,102.47779,0.517992,1.515354
0,38.190476,341.380952,0.774287,378,3.562295,102.766958,0.520157,1.508196
0,38.0,341.380952,0.770985,375,3.67182,101.383896,0.516504,1.513816
0,38.0,341.380952,0.770764,376,3.663741,101.578896,0.51691,1.512211
0,37.809524,341.380952,0.76982,374,3.710864,101.258024,0.515693,1.512966
0,37.809524,341.380952,0.769421,375,3.691964,101.258024,0.516504,1.510574
0,37.809524,341.380952,0.769287,376,3.687917,101.45276,0.516775,1.50955
0,37.714286,341.380952,0.772081,372,3.792014,101.197641,0.510823,1.524367
0,37.714286,341.380952,0.771099,373,3.760645,101.785357,0.512446,1.518968
0,37.714286,341.380952,0.770076,374,3.724479,102.175954,0.514475,1.514362
0,37.714286,341.380952,0.768394,375,3.696937,102.175954,0.516098,1.510426
0,37.619048,341.380952,0.768549,376,3.704628,102.36906,0.516504,1.508835
0,37.619048,341.380952,0.768404,377,3.697777,102.36906,0.51691,1.507773
0,37.619048,341.380952,0.767496,378,3.661425,102.76076,0.518804,1.50332
0,37.619048,341.380952,0.771165,374,3.782492,102.239337,0.512852,1.519754
0,37.619048,341.380952,0.770508,375,3.75518,102.239337,0.514205,1.516204
0,37.428571,341.380952,0.769822,376,3.748737,102.015255,0.515422,1.511119
0,37.47619,343.714286,0.764803,374,3.824497,101.553483,0.50974,1.519204
0,37.47619,343.714286,0.765302,375,3.805991,101.746623,0.510823,1.517641
0,37.52381,343.714286,0.76519,376,3.799373,101.770428,0.511093,1.520064
0,37.333333,343.714286,0.763603,377,3.765359,101.945986,0.513934,1.510036
0,37.333333,343.714286,0.762262,378,3.719213,102.338447,0.516775,1.500604
0,37.333333,343.714286,0.762025,379,3.719213,102.338447,0.517316,1.499471
0,37.333333,343.714286,0.761268,380,3.709244,102.338447,0.519481,1.494524
0,37.142857,343.714286,0.760325,381,3.703729,101.989799,0.52151,1.486458
0,37.904762,343.904762,0.76176,377,3.651939,102.938196,0.518263,1.502004
0,37.904762,343.904762,0.761271,378,3.640801,102.938196,0.519345,1.499337
0,37.904762,343.904762,0.760873,379,3.622804,103.134196,0.520427,1.496915
0,37.904762,343.904762,0.759991,380,3.600944,103.134196,0.522321,1.491767
0,38.0,346.380952,0.758224,381,3.525215,103.575175,0.525568,1.486889
0,38.190476,346.238095,0.759463,376,3.623599,102.752543,0.518939,1.506695
0,38.285714,346.238095,0.765043,377,3.566032,104.107439,0.522186,1.503108
0,38.380952,346.238095,0.771432,378,3.519307,104.990477,0.525027,1.501102
0,38.285714,346.238095,0.773454,379,3.513692,104.966767,0.52638,1.497009
0,38.285714,346.238095,0.773038,380,3.507416,105.559576,0.527192,1.494614
0,38.238095,346.238095,0.773224,376,3.514382,105.39509,0.52665,1.49197
0,38.333333,346.238095,0.781407,377,3.487066,105.893033,0.528003,1.495121
0,38.333333,346.238095,0.782161,378,3.464058,106.289489,0.530032,1.490524
0,38.333333,346.238095,0.781987,379,3.452756,106.289489,0.530438,1.489307
0,38.380952,346.238095,0.781875,380,3.447539,106.313884,0.530709,1.491729
0,38.380952,346.238095,0.782153,377,3.449522,106.361941,0.529221,1.496771
0,38.285714,346.238095,0.782,378,3.461654,106.142293,0.529627,1.495183
0,38.285714,346.238095,0.781483,379,3.444079,106.33634,0.530438,1.492441
0,38.285714,346.238095,0.779544,380,3.406783,106.691197,0.533279,1.48342
0,38.285714,346.238095,0.779443,381,3.405605,106.691197,0.53355,1.482396
0,38.47619,346.238095,0.779664,382,3.319848,107.844106,0.537879,1.476529
0,38.571429,346.238095,0.782231,383,3.29186,107.893849,0.539096,1.477172
0,39.047619,346.238095,0.785725,377,3.379386,108.619215,0.532738,1.498699
0,38.952381,346.238095,0.784803,378,3.363651,108.531082,0.534361,1.494217
