182,458,15.29411806716874,10,116
193,469,15.950919456415363,0,143
200,481,15.3327712782893,13,176
201,487,15.886941013094258,20,303
204,487,15.500537361145064,15,380
206,491,15.582820428619783,9,489
245,485,17.34439781016168,5,179
249,482,15.887848927417238,29,255
250,485,17.711770859671233,10,398
281,479,15.13911749010903,8,131
288,489,15.15418492856449,2,224
294,496,17.004830167238424,0,309
303,500,17.383175932570524,15,286
338,485,15.109034638275062,7,132
341,481,17.563989636430634,24,193
361,488,16.392017991528533,22,193
372,513,15.532286527233353,24,226
390,517,15.051020268247612,22,247
395,512,16.376945154936706,9,297
405,517,20.0557107512615,24,349
408,506,15.145006298275987,0,458
412,511,0,-1,0
415,528,0,-1,0
417,530,16.684049009058526,11,464
421,526,15.574650655024854,26,469
424,533,0,-1,0
428,540,15.09636097533577,5,518
437,554,15.15151462503826,5,472
438,558,0,-1,0
441,562,0,-1,0
443,577,0,-1,0
444,574,0,-1,0
445,572,16.565658654014882,16,546
446,573,0,-1,0
448,563,0,-1,0
449,552,15.462870068478495,23,468
452,550,0,-1,0
456,556,16.183816621540288,19,450
457,549,0,-1,0
459,544,0,-1,0
470,551,15.583257477070148,9,356
476,558,17.52484230808463,10,389
478,553,15.817412872620451,0,526
480,556,0,-1,0
483,554,0,-1,0
484,547,0,-1,0
485,548,0,-1,0
488,551,15.247108249990873,15,500
493,554,15.191256008838735,28,531
500,552,15.729167361870665,2,483
504,559,0,-1,0
506,556,0,-1,0
513,560,15.583171476973135,3,423
513,563,0,-1,0
514,556,0,-1,0
515,562,0,-1,0
517,562,15.217388594832983,1,487
518,564,0,-1,0
524,548,16.616616215915613,3,430
525,548,0,-1,0
529,539,15.090331301518603,4,460
529,540,0,-1,0
530,543,0,-1,0
533,552,0,-1,0
535,550,15.17027999789127,8,509
544,557,15.926639840919918,27,449
547,567,16.205129666166968,27,531
555,555,17.731174905511708,21,400
557,554,0,-1,0
565,552,15.285450708498246,11,358
567,558,15.092403864649242,2,479
568,557,0,-1,0
569,556,0,-1,0
572,562,16.216215713659622,8,545
586,561,15.633939075845959,28,428
587,566,0,-1,0
592,576,15.844402501539278,2,409
606,570,16.82650332515209,26,308
612,578,15.391793570481283,25,399
612,579,0,-1,0
613,583,15.884860483562989,29,561
637,565,15.15637586206897,28,152
645,553,15.561224778954951,25,232
655,542,16.568547225301174,16,243
656,540,15.288463633598326,27,357
668,554,15.062386600433385,29,268
668,555,15.778474784162029,6,491
672,544,0,-1,0
673,542,0,-1,0
674,537,15.11500404237681,15,513
684,540,15.682279739174788,14,420
687,546,0,-1,0
696,534,16.218719442452183,23,273
701,557,18.236472600511632,24,400
704,550,15.222224234197498,9,480
705,553,0,-1,0
711,543,16.188522224788315,19,401
713,543,0,-1,0
714,547,17.084281712683108,29,522
731,563,15.186503713217945,5,298
