113,466,63.72343483009266,24,32
138,512,58.70943197892237,25,365
142,516,0,-1,0
144,514,0,-1,0
145,512,0,-1,0
150,516,0,-1,0
154,517,42.605522150674204,15,65
156,522,0,-1,0
157,526,0,-1,0
159,524,0,-1,0
161,528,0,-1,0
164,532,0,-1,0
167,533,0,-1,0
168,537,0,-1,0
169,540,40.00377924976195,29,33
173,534,40.38664976772836,7,369
174,540,0,-1,0
175,547,0,-1,0
176,543,0,-1,0
178,551,0,-1,0
179,548,0,-1,0
182,544,0,-1,0
183,547,0,-1,0
184,548,0,-1,0
185,556,0,-1,0
186,560,0,-1,0
187,571,0,-1,0
188,570,0,-1,0
189,567,0,-1,0
190,565,0,-1,0
191,566,0,-1,0
192,564,0,-1,0
194,569,0,-1,0
195,563,0,-1,0
196,564,0,-1,0
197,560,0,-1,0
199,559,0,-1,0
201,564,0,-1,0
202,559,0,-1,0
203,555,0,-1,0
204,560,0,-1,0
207,566,42.55480060654031,22,265
209,562,0,-1,0
210,560,41.01071081890629,27,242
221,581,0,-1,0
223,575,0,-1,0
224,576,0,-1,0
227,571,63.940151536182555,18,19
231,563,0,-1,0
232,568,0,-1,0
233,563,0,-1,0
235,559,0,-1,0
236,560,0,-1,0
237,561,0,-1,0
238,563,0,-1,0
240,567,0,-1,0
242,559,0,-1,0
243,552,0,-1,0
245,549,0,-1,0
246,552,0,-1,0
247,552,0,-1,0
252,553,0,-1,0
253,555,0,-1,0
255,561,0,-1,0
256,561,0,-1,0
257,563,0,-1,0
259,555,0,-1,0
260,552,0,-1,0
261,550,0,-1,0
264,549,0,-1,0
265,546,0,-1,0
